1,1,0,[1],[0]
23,7,5,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
24,7,1,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
25,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
26,7,3,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
27,7,1,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
28,7,8,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
29,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
30,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
31,7,12,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
32,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
33,7,1,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
34,7,20,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
35,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
36,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
37,7,8,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
38,7,10,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
39,7,3,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
40,7,8,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
41,7,11,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
42,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
43,7,8,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
44,7,3,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
45,7,8,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
46,7,10,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
47,7,7,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
48,7,8,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
49,7,1,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
50,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
51,7,2,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
52,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
53,7,13,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
54,7,8,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
55,7,3,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
56,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
57,7,5,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
58,7,13,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
59,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
60,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
61,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
62,7,2,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
63,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
64,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
65,7,3,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
66,7,3,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
67,7,15,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
68,7,10,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
69,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
70,7,1,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
71,7,5,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
72,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
73,7,14,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
74,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
75,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
76,7,6,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
77,7,3,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
78,7,3,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
79,7,11,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
80,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
81,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
82,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
83,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
84,7,1,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
85,7,5,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
86,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
87,7,10,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
88,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
89,7,5,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
90,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
91,7,2,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
92,7,2,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
93,7,21,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
94,7,2,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
95,7,2,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
96,7,4,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
97,7,15,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
98,7,3,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
99,7,9,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
100,7,1,[5, 6, 9, 14, 162, 971, 1937],[1, 0, 0, 0, 0, 1, 0]
