1,1,0,[1],[0]
2,14,8,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
3,14,9,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
4,1,0,[4],[0]
5,14,0,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
6,14,0,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
7,14,0,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
8,14,1,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
9,14,0,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
10,14,1,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
11,14,3,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
12,14,0,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
13,14,6,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
14,14,0,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
15,14,2,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
16,14,2,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
17,14,3,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
18,14,2,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
19,14,6,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
20,14,1,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
21,14,2,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
22,14,7,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
23,14,12,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
24,14,1,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
25,14,2,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
26,14,3,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
27,14,1,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
28,14,4,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
29,14,3,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
30,14,2,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
31,14,3,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
32,14,2,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
33,14,0,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
34,14,7,[5, 6, 7, 9, 12, 14, 33, 43, 60, 62, 82, 779, 781, 817],[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
